任务编号,任务名（方便管理),通关获得物品(场景ID:物品:数量:几率@场景ID:物品:数量:几率),指定怪物产出物品(怪物ID:物品:数量:几率@怪物ID:物品:数量:几率),收集指定物品(物品:数量@物品:数量),是否保留任务物品(1保留 0删除),击杀指定怪物(怪物ID:数量@怪物ID:数量),后续任务ID,前续任务ID（用于判定该任务是否可接取）,接取成功时候追加任务（任务接取成功时候）,后续支线任务（主线任务交付成功后可用）,任务天数（7日礼包使用）,接取任务成功时候的引导,交付任务成功时候的引导,接取任务开放功能(变量),交付任务开放功能(变量),是否已经被删除不用,任务比较范围和显示先后,是否接取任务后就可交付,是否可自动接取,是否可自动交付,任务添加先后（支线任务任务追踪使用）,任务追踪显示,可交付时点击交付(非自动交付使用),任务类型,公会任务任务类型（1打败NPC，2搜集物资，3通关场景，4指定地图使用道具，5购买特殊商品）,是否是礼包类任务,任务重复次数,任务等级,接任务NPC（游戏中唯一）,完成任务NPC（游戏中唯一）,接取任务给予物品,任务名称,任务目标描述,任务追加描述,任务奖励金钱,任务奖励经验,任务奖励蓝钻,任务奖励魔力精华,任务奖励荣誉值,任务奖励体力,任务奖励活跃度,任务奖励公会贡献度,任务奖励物品,任务职业奖励物品,任务目标地图编号,任务目标场景编号,多任务场景ID(场景ID:场景ID:场景ID),任务所需物品,公会任务搜集物品,公会任务使用特定物品,公会任务购买特定物品,任务目标传送点,任务总次数,任务初始次数,完成需要蓝钻,是否特别显示,交付任务点击脚本函数,点击脚本函数,领取后有引导,完成后有引导,完成提示ID,功能提示字符串ID,特殊显示ID,赏金任务描述显示,ICON显示类型,任务次级类型,任务类型系数,随机重复次数,随机重复次数,任务等级范围,任务等级范围,赏金经验,赏金金币,赏金蓝钻,赏金魔力,赏金精灵口粮
6016,困难本3-5,,,,,,6017,6015,,230215,,,,,,,,0,1,0,,,1,1,,,0,30,,,,50720,50735,,6500,19000,,,,,,,,,3,3105,,,,,,N_副本传送点3,1,,,,,,,,,,,,,,,,,,,,,,,
6017,神圣转职,,,,,,6009,6016,100005,,,,,,,,,0,1,0,,,1,1,,,0,39,,,,52005,52006,,6500,19000,,,,,,,,,0,1113,,,,,,导师,1,,,,,,,,,,,,,,,,,,,,,,,
6009,赶往救援,,,,,,7003,6017,,,,,,,,,,1,1,0,,,,1,,,0,40,,N_艾尔莎（圣加码头）,,52390,52778,,7000,19000,,,,,,,,,7,806,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7003,港口灯塔,,,,,,7004,6009,,,,,,,,,,0,0,1,,,,1,,,0,40,N_艾尔莎（圣加码头）,,,52400,52786,,5000,19000,,,,,,,,,7,7001,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
7004,指路明灯,,,,,,7005,7003,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52410,52787,,6000,19000,,700,,,,,,,7,7002,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
7010,神圣转职,,,,,,7005,7004,,,,,,,,1,,1,0,0,,,,1,,,0,40,N_艾尔莎（圣加码头）,导师,,54514,54515,,6000,19000,,,,,,,,,0,1113,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
7005,海岸受袭,,,,,,7006,7004,,,,,,,,,,0,1,0,,,,1,,,0,40,,N_艾尔莎（圣加码头）,,52420,52788,,7000,19000,,700,,,,,,,7,7003,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
7006,远航归来,,,,,,7007,7005,,,,,,,,,,0,1,0,,,,1,,,0,40,,N_艾尔莎（圣加码头）,,52430,52789,,8000,19000,,700,,,,,,,7,7004,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
7007,沉没之地,,,,,,7008,7006,,,,,shelloutquest7007talk,,,,,0,1,1,,,,1,,,0,40,,,,52440,52790,,9000,19000,,700,,,,,,,7,7005,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
7008,完美风暴,,,,,,7011,7007,,,,,,,,,,0,1,0,,,,1,,,0,40,,N_艾尔莎（圣加码头）,,52450,52791,,10000,19000,,700,,,,,,,7,7006,,,,,,N_副本传送点7,1,,,,,,,,,,,,,,,,,,,,,,,
7011,精英副本,,,,,,7012,7008,,220611,,,,,,,,0,1,0,,,1,1,,,0,40,,,,58279,58215,,10000,20000,,,,,,,,,,6007,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
7012,困难本4-1,,,,,,7013,7011,,230216,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50736,,10000,20000,,,,,,,,,4,4101,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
7013,困难本4-2,,,,,,7014,7012,,230217,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50737,,10000,20000,,,,,,,,,4,4102,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
7014,困难本4-3,,,,,,7015,7013,,230218,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50738,,10000,20000,,,,,,,,,4,4103,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
7015,困难本4-4,,,,,,7016,7014,,230219,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50739,,10000,20000,,,,,,,,,4,4104,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
7016,困难本4-5,,,,,,7009,7015,,230220,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50899,,10000,20000,,,,,,,,,4,4105,,,,,,N_副本传送点4,1,,,,,,,,,,,,,,,,,,,,,,,
7009,告别海岸,,,,,,8000,7016,,,,,,,,,,1,0,0,,,,1,,,0,40,N_艾尔莎（圣加码头）,N_艾尔莎（圣加码头）,,52460,52333,,11000,20000,,800,,,,,,,7,806,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8000,燃烧平原,,,,,,8003,7009,,,,,,,,,,0,0,1,,,,1,,,0,40,N_艾尔莎（圣加码头）,,,52700,52793,,7000,20000,,,,,,,,,8,807,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
8003,火焰精灵,,,,,,8004,8000,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52470,52794,,8000,20000,,800,,,,,,,8,8001,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
8004,荒芜之地,,,,,,8005,8003,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52480,52795,,9000,20000,,800,,,,,,,8,8002,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
8005,恶魔使者,,,,,,8006,8004,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52490,52796,,10000,20000,,800,,,,,,,8,8003,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
8006,怒焰裂谷,,,,,,8007,8005,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52500,52797,,11000,20000,,800,,,,,,,8,8004,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
8007,火焰湖泊,,,,,,8008,8006,,,,,shelloutquest8007talk,,,,,0,1,1,,,,1,,,0,40,,,,52510,52798,,12000,20000,,800,,,,,,,8,8005,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
8008,黑暗之门,,,,,,8009,8007,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52520,52799,,13000,20000,,900,,,,,,,8,8006,,,,,,N_副本传送点8,1,,,,,,,,,,,,,,,,,,,,,,,
8009,精英副本,,,,,,8010,8008,,220614,,,,,,,,0,1,0,,,1,1,,,0,40,,,,58279,58218,,10000,27500,,,,,,,,,,7007,,,,,,,1,,,,,open_page_fuben,,,,,,,,,,,,,,,,,,
8010,困难本5-1,,,,,,8011,8009,,230221,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50900,,10000,27500,,,,,,,,,5,5101,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
8011,困难本5-2,,,,,,8012,8010,,230222,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50901,,10000,27500,,,,,,,,,5,5102,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
8012,困难本5-3,,,,,,8013,8011,,230223,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50902,,10000,27500,,,,,,,,,5,5103,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
8013,困难本5-4,,,,,,8014,8012,,230224,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50903,,10000,27500,,,,,,,,,5,5104,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
8014,困难本5-5,,,,,,8015,8013,,230225,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50904,,10000,27500,,,,,,,,,5,5105,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
8015,困难本5-6,,,,,,9000,8014,,230226,,,,,,,,0,1,0,,,1,1,,,0,40,,,,50720,50905,,10000,27500,,,,,,,,,5,5106,,,,,,N_副本传送点5,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9000,联盟军团,,,,,,9003,8008,,,,,,,,,,1,1,0,,,,1,,,0,40,,N_伦纳德,,52530,52533,,9000,27500,,,,,,,,,9,808,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
9003,火山北角,,,,,,9004,9000,,,,,,,,,,0,0,1,,,,1,,,0,40,N_伦纳德,,,52540,52801,,11000,27500,,900,,,,,,,9,9001,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
9004,火焰喷泉,,,,,,9005,9003,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52550,52802,,13000,27500,,900,,,,,,,9,9002,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
9005,熔岩领主,,,,,,9006,9004,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52560,52803,,15000,27500,,900,,,,,,,9,9003,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
9006,崎岖小道,,,,,,9007,9005,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52570,52804,,17000,27500,,900,,,,,,,9,9004,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
9007,突袭山巅,,,,,,9008,9006,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52580,52805,,19000,27500,,900,,,,,,,9,9005,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
9008,火山喷发,,,,,,9009,9007,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52590,52806,,21000,27500,,900,,,,,,,9,9006,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
9009,火龙守卫,,,,,,9010,9008,,,,,,,,,,0,1,1,,,,1,,,0,40,,,,52600,52807,,23000,27500,,900,,,,,,,9,9007,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
9010,黑暗龙神,,,,,,9011,9009,,,,,,,,,,1,1,0,,,,1,,,0,40,,N_伦纳德,,52610,52533,,25000,27500,,1000,,,,,,,9,808,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
9011,反攻计划,,,,,,10500,9010,,,,,,,,,,1,0,0,,,,1,,,0,40,N_伦纳德,N_城主艾里克斯,,52620,52637,,27000,0,,1000,,,,,,,0,1000,,,,,,N_副本传送点9,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1000000,城主来信,,,,,,10500,9011,,,,,,,,,,1,1,0,,,,1,,,0,40,,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10001,初次见面,,,,,,10500,1000000,,,,,,,,,,1,0,0,,,,1,,,0,40,N_城主艾里克斯,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10002,资格审查1,,,,,,10500,10001,,,,,,,,,,1,0,0,,,,1,,,0,40,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10003,资格审查2,,,,,,10500,10002,,,,,,,,,,1,0,0,,,,1,,,0,40,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10004,意外召唤,,,,,,10500,10003,,,,,,,,,,1,0,0,,,,1,,,0,40,N_城主艾里克斯,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10005,女神意志,,,,,,10500,10004,,,,,,,,,,1,0,0,,,,1,,,0,40,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10006,女神预言,,,,,,10500,10005,,,,,,,,,,1,0,0,,,,1,,,0,40,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10007,恶魔归来,,,,,,10500,10006,,,,,,,,,,1,0,0,,,,1,,,0,40,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10008,恶狼传说,,,,,,10500,10007,,,,,,,,,,1,0,0,,,,1,,,0,40,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10009,女王占卜,,,,,,10500,10008,,,,,,,,,,1,0,0,,,,1,,,0,40,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10010,差点忘了,,,,,,10500,10009,,,,,,,,,,1,0,0,,,,1,,,0,40,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10011,资格审查3,,,,,,10500,10010,,,,,,,,,,1,0,0,,,,1,,,0,40,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10012,高级审查,,,,,,10500,10011,,,,,,,,,,1,0,0,,,,1,,,0,40,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10013,终极审查,,,,,,10500,10012,,,,,,,,,,1,0,0,,,,1,,,0,40,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10014,正式入队,,,,,,10500,10013,,,,,,,,,,1,0,0,,,,1,,,0,40,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10015,不可或缺,,,,,,10500,10014,,,,,,,,,,1,0,0,,,,1,,,0,40,N_城主艾里克斯,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10016,森林异变,,,,,,10500,10015,,,,,,,,,,1,0,0,,,,1,,,0,40,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10017,精灵护符,,,,,,10500,10016,,,,,,,,,,1,0,0,,,,1,,,0,40,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10018,平原危机,,,,,,10500,10017,,,,,,,,,,1,0,0,,,,1,,,0,40,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10019,不死之王,,,,,,10500,10018,,,,,,,,,,1,0,0,,,,1,,,0,40,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10020,绿色帝国,,,,,,10500,10019,,,,,,,,,,1,0,0,,,,1,,,0,40,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10021,不死之谜,,,,,,10500,10020,,,,,,,,,,1,0,0,,,,1,,,0,40,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10022,寻人启事,,,,,,10500,10021,,,,,,,,,,1,0,0,,,,1,,,0,40,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10023,码头工程,,,,,,10500,10022,,,,,,,,,,1,0,0,,,,1,,,0,40,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10024,海中妖魔,,,,,,10500,10023,,,,,,,,,,1,0,0,,,,1,,,0,40,N_艾尔莎（圣加码头）,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10025,航海补给,,,,,,10500,10024,,,,,,,,,,1,0,0,,,,1,,,0,40,N_艾尔莎（圣加码头）,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10026,疯狂来袭,,,,,,10500,10025,,,,,,,,,,1,0,0,,,,1,,,0,40,N_艾尔莎（圣加码头）,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10027,保证施工,,,,,,10500,10026,,,,,,,,,,1,0,0,,,,1,,,0,40,N_艾尔莎（圣加码头）,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10028,意外发现,,,,,,10500,10027,,,,,,,,,,1,0,0,,,,1,,,0,40,N_艾尔莎（圣加码头）,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10029,卷土重来,,,,,,10500,10028,,,,,,,,,,1,0,0,,,,1,,,0,40,N_艾尔莎（圣加码头）,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10100,怨念,,,,,,10500,10029,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10101,远征步伐,,,,,,10500,10100,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10102,此路不通1,,,,,,10500,10101,,,,,,,,,,1,0,0,,,,1,,,0,50,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10103,此路不通2,,,,,,10500,10102,,,,,,,,,,1,0,0,,,,1,,,0,50,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10104,此路不通3,,,,,,10500,10103,,,,,,,,,,1,0,0,,,,1,,,0,50,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10105,此路不通4,,,,,,10500,10104,,,,,,,,,,1,0,0,,,,1,,,0,50,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10106,此路不通5,,,,,,10500,10105,,,,,,,,,,1,0,0,,,,1,,,0,50,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10107,平原来信,,,,,,10500,10106,,,,,,,,,,1,0,0,,,,1,,,0,50,N_远征整备官,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10108,抢夺粮食,,,,,,10500,10107,,,,,,,,,,1,0,0,,,,1,,,0,50,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10109,复仇,,,,,,10500,10108,,,,,,,,,,1,0,0,,,,1,,,0,50,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10110,邪恶的头领,,,,,,10500,10109,,,,,,,,,,1,0,0,,,,1,,,0,50,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10111,邪恶气息,,,,,,10500,10110,,,,,,,,,,1,0,0,,,,1,,,0,50,N_守卫贾德森,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10112,女神指引,,,,,,10500,10111,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10113,圣祭,,,,,,10500,10112,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10114,精灵传说,,,,,,10500,10113,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵女王,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10115,赞美女王,,,,,,10500,10114,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵爱丽,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10116,保卫精灵,,,,,,10500,10115,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵爱丽,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10117,围剿1,,,,,,10500,10116,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵爱丽,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10118,围剿2,,,,,,10500,10117,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵爱丽,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10119,围剿3,,,,,,10500,10118,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵爱丽,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10120,围剿4,,,,,,10500,10119,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵爱丽,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10121,围剿5,,,,,,10500,10120,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵爱丽,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10122,围剿6,,,,,,10500,10121,,,,,,,,,,1,0,0,,,,1,,,0,50,N_精灵爱丽,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10200,爱丽的悲伤,,,,,,10500,10122,,,,,,,,,,1,0,0,,,,1,,,0,56,N_精灵爱丽,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10201,小绿策略,,,,,,10500,10200,,,,,,,,,,1,0,0,,,,1,,,0,56,N_精灵小绿,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10202,可怕之物,,,,,,10500,10201,,,,,,,,,,1,0,0,,,,1,,,0,56,N_精灵小绿,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10203,目击证人,,,,,,10500,10202,,,,,,,,,,1,0,0,,,,1,,,0,56,N_精灵小绿,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10204,等价交换,,,,,,10500,10203,,,,,,,,,,1,0,0,,,,1,,,0,56,N_艾尔希娅（山脉之旅）,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
10205,堕落的巨人,,,,,,10500,10204,,,,,,,,,,1,0,0,,,,1,,,0,56,N_艾尔希娅（山脉之旅）,N_城主艾里克斯,,65697,65698,,,,200,,,,,,,,0,1000,,,,,,N_战前传送阵,1,,,,,,,,,,,,,,,,,,,,,,,
